attack_id,location_names,campaign_name,verified_attack_type,attack_date,number_killed,number_wounded
1224284004,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1982-11-11,115,28
252966201,Lebanon,"Hezbollah vs. U.S. & France","Confirmed Suicide",1983-04-18,63,120
-65942158,Lebanon,"Hezbollah vs. U.S. & France","Confirmed Suicide",1983-10-23,58,88
338923077,Lebanon,"Hezbollah vs. U.S. & France","Confirmed Suicide",1983-10-23,241,88
1596604401,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1983-11-04,60,10
489179294,Kuwait,"Hezbollah vs. U.S. & France","Confirmed Suicide",1983-12-12,6,62
1337055501,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1984-04-12,6,4
-641581578,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1984-06-16,0,5
-1340462525,Lebanon,"Hezbollah vs. U.S. & France","Confirmed Suicide",1984-09-20,23,40
-1705569733,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1985-02-05,100,100
-1905816468,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1985-03-10,12,14
-2056898343,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1985-03-12,3,1
598398716,Iran,"Isolated Attacks","Confirmed Suicide",1985-03-15,7,10
-2013076846,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1985-04-09,2,2
1760024679,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1985-04-20,2,2
-461824536,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1985-05-09,2,0
1793837891,Kuwait,"Isolated Attacks","Confirmed Suicide",1985-05-25,3,11
-1097669349,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1985-07-09,2,2
-401886063,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1985-07-09,15,4
1224710563,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1985-07-15,12,0
834629172,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1985-07-31,1,2
-1919800447,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1985-08-06,0,1
20716957,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1985-08-15,1,0
-48914362,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1985-08-28,3,4
-258581685,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1985-09-03,0,7
-1026727620,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1985-09-11,1,12
-1002898168,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1985-09-18,30,0
-666330224,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1985-11-04,15,15
1553671324,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1985-11-12,5,24
-11173815,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1985-11-26,20,15
-2009297179,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1986-04-08,15,6
-783638719,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1986-07-17,10,13
2101431645,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1986-11-20,8,5
-1463071361,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1987-07-05,55,27
517073111,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1988-08-19,0,0
827770528,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1988-10-19,7,11
-1260861891,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1989-08-09,0,6
-666926787,Lebanon,"Palestinian Resistance vs. Israel","Confirmed Suicide",1989-10-30,0,3
1246475102,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1990-11-27,5,1
293173438,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1991-03-19,0,0
1782123892,India,"LTTE vs. Sri Lanka & India","Confirmed Suicide",1991-05-21,14,0
-832463680,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1991-06-21,60,60
2103500,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1992-11-16,4,0
1371831319,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",1993-04-16,1,9
-1823289960,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1993-05-01,24,60
2092222244,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1993-08-29,12,0
846906566,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",1993-10-04,0,30
-470587257,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",1993-12-13,0,3
-715689082,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",1994-04-06,9,150
-294578190,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",1994-04-13,6,25
302557478,Argentina,"Isolated Attacks","Confirmed Suicide",1994-07-18,85,200
109833702,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1994-08-10,0,0
-1118038832,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",1994-10-19,22,48
1905202538,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1994-10-24,57,0
-1496203242,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1994-11-08,0,0
537240194,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",1994-11-11,3,0
1117523630,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",1994-12-25,0,13
1959987710,Algeria,"Isolated Attacks","Confirmed Suicide",1995-01-30,42,286
-613971756,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",1995-04-09,7,45
1344604693,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",1995-04-09,9,57
-896612886,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1995-04-25,0,30
-1537561231,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",1995-06-25,0,3
-156532582,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1995-07-16,10,0
917511821,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",1995-07-24,8,33
896252265,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",1995-08-21,4,107
886656851,India,"BKI vs. India","Confirmed Suicide",1995-08-31,18,30
1589147021,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1995-09-10,0,0
2094671663,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1995-10-20,20,25
-1677025237,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1995-11-11,20,60
1183381087,Pakistan,"Isolated Attacks","Confirmed Suicide",1995-11-19,17,60
2042659047,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1995-12-05,29,0
1361811764,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1995-12-30,0,2
-114514840,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1996-01-08,0,7
415247092,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1996-01-31,120,1400
1273314078,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",1996-02-25,5,31
1360166379,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",1996-02-25,24,50
318127688,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",1996-03-03,18,10
860234452,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",1996-03-04,14,130
948847195,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1996-03-20,1,8
1728156224,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1996-03-30,10,6
-1561670562,Turkey,"PKK vs. Turkey","Confirmed Suicide",1996-06-30,9,30
1821526326,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1996-07-04,36,55
184690850,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1996-07-19,28,0
1804659858,Turkey,"PKK vs. Turkey","Confirmed Suicide",1996-10-25,4,12
950778471,Turkey,"PKK vs. Turkey","Confirmed Suicide",1996-10-29,4,9
1260643114,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1996-11-25,0,1
-660514002,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1996-12-17,1,1
-1463751263,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",1997-03-21,3,48
929403286,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",1997-04-01,0,7
-363875346,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1998-02-05,8,15
352979252,India,"BKI vs. India","Confirmed Suicide",1998-02-27,1,2
421138759,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1998-03-05,36,300
632323745,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1998-05-14,1,0
-1954290281,Kenya,"Al Qaeda vs. U.S. & Allies","Confirmed Suicide",1998-08-07,213,5000
1395242232,Tanzania,"Al Qaeda vs. U.S. & Allies","Confirmed Suicide",1998-08-07,11,74
-1063598888,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",1998-10-29,1,6
-1453399363,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1998-10-30,18,0
-948358251,Turkey,"PKK vs. Turkey","Confirmed Suicide",1998-11-17,0,6
-2075258081,Turkey,"PKK vs. Turkey","Confirmed Suicide",1998-12-01,0,9
-1257985253,Turkey,"PKK vs. Turkey","Confirmed Suicide",1998-12-24,1,22
113521134,Turkey,"PKK vs. Turkey","Confirmed Suicide",1999-03-04,0,4
1702928537,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1999-03-16,5,15
770153878,Turkey,"PKK vs. Turkey","Confirmed Suicide",1999-03-20,0,3
-117977515,Turkey,"PKK vs. Turkey","Confirmed Suicide",1999-04-05,1,20
-1782303311,Turkey,"PKK vs. Turkey","Confirmed Suicide",1999-04-08,1,9
119948054,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1999-05-29,3,9
-141885060,Turkey,"PKK vs. Turkey","Confirmed Suicide",1999-07-05,0,17
985170050,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1999-07-25,1,0
120114350,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1999-07-29,1,5
-2077518950,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1999-08-04,13,25
-1417077425,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1999-08-09,1,3
-1013224520,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1999-12-18,24,110
1397591640,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1999-12-18,13,40
1191580391,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",1999-12-30,0,3
1657800286,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",1999-12-30,7,14
804419427,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",2000-01-05,15,29
-559932517,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",2000-03-02,1,2
1635490732,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",2000-06-05,5,11
886164249,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",2000-06-07,21,27
-196931767,Russia,"Chechen Separatists vs. Russia","Confirmed Suicide",2000-06-11,4,10
-443613581,Russia,"Chechen Separatists vs. Russia","Confirmed Suicide",2000-06-12,6,6
312059573,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",2000-06-14,2,13
-1757875699,Russia,"Chechen Separatists vs. Russia","Confirmed Suicide",2000-07-02,37,81
-1061537206,Russia,"Chechen Separatists vs. Russia","Confirmed Suicide",2000-07-02,3,0
1094710006,Russia,"Chechen Separatists vs. Russia","Confirmed Suicide",2000-07-02,2,0
1371680188,Russia,"Chechen Separatists vs. Russia","Confirmed Suicide",2000-07-02,2,0
1956187621,Russia,"Chechen Separatists vs. Russia","Confirmed Suicide",2000-07-02,3,5
-1278181096,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",2000-08-15,1,6
-1036295225,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",2000-09-15,8,28
-1329228221,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",2000-10-02,23,45
-1288714113,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",2000-10-05,11,50
-1284352608,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",2000-10-19,1,23
-116555980,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2000-10-26,0,1
-2041101255,Russia,"Chechen Separatists vs. Russia","Confirmed Suicide",2000-12-08,1,9
-247587657,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2000-12-22,1,9
1224350209,India,"Kashmiri Rebels vs. India","Confirmed Suicide",2000-12-25,8,26
975458768,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2001-01-01,0,35
1240523206,Turkey,"Isolated Attacks","Confirmed Suicide",2001-01-03,2,7
485876100,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2001-03-04,3,66
-270081544,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2001-03-27,1,23
1106085676,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2001-03-28,2,4
1501618655,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2001-04-29,12,0
1998363464,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2001-05-18,7,110
-125593055,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2001-05-25,0,0
-946572661,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2001-06-01,20,108
-463111349,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2001-06-22,3,0
725110279,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2001-07-09,0,0
1148691587,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2001-07-16,3,10
1233095963,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2001-08-08,0,1
-999257823,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2001-08-09,19,120
-282686277,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2001-08-12,0,16
-1637462487,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2001-09-04,5,13
544543731,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2001-09-09,0,13
1198171981,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2001-09-09,4,74
1058988156,Turkey,"Isolated Attacks","Confirmed Suicide",2001-09-10,2,21
-1968381838,Russia,"Chechen Separatists vs. Russia","Confirmed Suicide",2001-09-17,1,0
2079585309,India,"Kashmiri Rebels vs. India","Confirmed Suicide",2001-10-01,45,75
-1777336017,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2001-10-07,1,0
-568437701,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",2001-10-29,3,0
729701926,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",2001-11-09,0,3
1225219524,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2001-11-26,0,2
501748240,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2001-11-29,3,8
448619721,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2001-12-02,12,40
-862995611,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2001-12-05,0,10
906859457,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2001-12-09,0,10
-1960469306,India,"Kashmiri Rebels vs. India","Confirmed Suicide",2001-12-13,12,0
-933892263,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2001-12-15,0,0
1336875910,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-01-25,0,24
1389576178,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-01-27,1,150
419996421,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2002-01-30,0,2
-1796823165,China,"Isolated Attacks","Confirmed Suicide",2002-02-01,1,4
-946785687,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-02-16,2,30
-468429569,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-02-18,1,2
1248796279,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2002-02-18,3,2
363865568,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2002-02-19,0,0
736217851,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-02-27,0,3
-1327073097,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-03-02,11,57
-1291625933,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-03-05,1,20
-1191107171,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2002-03-07,0,10
-949328554,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-03-09,11,64
1648697125,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-03-17,0,25
-1995518839,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-03-20,7,30
-1943281747,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-03-21,3,87
2124823697,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2002-03-22,0,2
-928676043,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-03-27,30,152
500376473,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-03-29,3,23
-1673390009,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-03-30,0,32
1594458277,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-03-30,1,1
-1310222839,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-03-31,15,40
-475360979,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2002-03-31,0,6
-2081651973,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-04-01,10,20
-2000398831,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-04-01,1,3
1249659584,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2002-04-02,0,0
1279559861,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-04-10,10,17
1224538349,Tunisia,"Al Qaeda vs. U.S. & Allies","Confirmed Suicide",2002-04-11,21,0
1312591129,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-04-12,6,95
-672954563,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2002-04-19,0,2
1232755489,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2002-04-20,0,0
-871205190,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-05-07,16,55
322487549,Pakistan,"Al Qaeda vs. U.S. & Allies","Confirmed Suicide",2002-05-08,15,21
-1487593365,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-05-19,3,55
-253414857,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-05-20,0,0
1207820194,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-05-20,0,3
-508325834,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-05-22,2,51
774423434,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-05-27,2,53
295781247,Russia,"Chechen Separatists vs. Russia","Confirmed Suicide",2002-05-31,4,0
386960798,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-06-05,18,50
1628894604,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-06-11,1,15
1784389733,Pakistan,"Pakistani Rebels vs. Pakistan & U.S. Allies","Confirmed Suicide",2002-06-14,12,51
152462574,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-06-17,0,0
-1751714216,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-06-18,19,70
-770507804,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-06-19,7,45
251475941,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-07-30,0,5
525259624,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-08-04,9,52
831418780,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-08-06,0,1
-473818992,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-09-18,1,5
311019713,Yemen,"Al Qaeda vs. U.S. & Allies","Confirmed Suicide",2002-10-06,1,0
1432133882,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-10-10,1,48
1084999367,Finland,"Isolated Attacks","Confirmed Suicide",2002-10-11,6,100
1233270570,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2002-10-27,3,30
-2123020174,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-11-04,2,60
606688099,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2002-11-07,2,1
-1531544235,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-11-08,0,0
-1891794700,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2002-11-21,11,48
1533449793,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2002-11-27,0,0
-692925247,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2002-12-19,1,3
-1391550085,Russia,"Chechen Separatists vs. Russia","Confirmed Suicide",2002-12-27,72,200
-2071951000,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2003-01-17,0,4
-381286087,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2003-02-19,4,0
998740401,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2003-02-26,3,0
-42033725,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2003-02-27,5,0
-1134639204,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2003-03-05,17,55
-1230594988,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2003-03-22,5,9
735576353,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2003-03-29,4,0
1804858929,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2003-03-30,2,58
-858836634,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2003-04-10,1,5
-1664216508,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2003-04-24,1,15
2038322482,India,"Kashmiri Rebels vs. India","Confirmed Suicide",2003-04-26,2,7
-1959405015,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2003-05-01,3,65
-362618900,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2003-05-08,0,0
1224889052,Russia,"Chechen Separatists vs. Russia","Confirmed Suicide",2003-05-12,41,200
1737312424,Russia,"Chechen Separatists vs. Russia","Confirmed Suicide",2003-05-14,16,150
-503264325,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2003-05-17,2,1
-937391681,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2003-05-18,7,20
-306258738,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2003-05-18,0,0
614225674,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2003-05-18,0,0
581166522,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2003-05-19,3,50
-985990014,Russia,"Chechen Separatists vs. Russia","Confirmed Suicide",2003-06-05,20,15
-63522821,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2003-06-07,5,31
772191590,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2003-06-11,17,104
-422391789,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2003-06-19,1,0
-1767176018,Russia,"Chechen Separatists vs. Russia","Confirmed Suicide",2003-06-20,6,39
-1526982402,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2003-07-08,2,0
1996563248,Russia,"Chechen Separatists vs. Russia","Confirmed Suicide",2003-07-27,1,0
-1903663556,Russia,"Chechen Separatists vs. Russia","Confirmed Suicide",2003-08-01,50,82
-1161022025,Indonesia,"Indonesian Rebels vs. Indonesian Government & Allies","Confirmed Suicide",2003-08-05,12,149
-90405062,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2003-08-12,2,2
2027865322,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2003-08-12,1,9
-1577052930,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2003-08-19,22,100
2008779066,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2003-08-19,23,120
-1209982959,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2003-09-09,9,14
-435672830,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2003-09-09,3,50
1121664256,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2003-09-09,7,70
-455716344,Russia,"Chechen Separatists vs. Russia","Confirmed Suicide",2003-09-15,3,40
-1847667433,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2003-09-22,1,19
-1052966610,Israel,"Palestinian Resistance vs. Israel","Confirmed Suicide",2003-10-04,21,69
-1123020774,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2003-10-09,0,3
1086143635,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2003-10-09,8,38
1842410447,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2003-10-12,6,32
-1110673717,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2003-10-14,1,14
-2094117472,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2003-10-27,12,12
730114805,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2003-10-27,4,4
760098882,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2003-10-27,13,10
1287291284,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2003-10-27,8,10
1365083527,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2003-10-27,2,0
-1094742013,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2003-10-28,6,7
-1535294010,"Palestinian Territory, Occupied","Palestinian Resistance vs. Israel","Confirmed Suicide",2003-11-03,0,1
113958463,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2003-11-12,27,100
1398453907,Turkey,"Al Qaeda vs. U.S. & Allies","Confirmed Suicide",2003-11-15,13,150
1437551061,Turkey,"Al Qaeda vs. U.S. & Allies","Confirmed Suicide",2003-11-15,12,150
-1240006530,Turkey,"Al Qaeda vs. U.S. & Allies","Confirmed Suicide",2003-11-20,17,350
-963619744,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2003-11-20,12,30
518742204,Turkey,"Al Qaeda vs. U.S. & Allies","Confirmed Suicide",2003-11-20,14,43
