attack_id,location_names,campaign_name,verified_attack_type,attack_date,number_killed,number_wounded
-1377731641,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2006-12-12,8,8
-151905829,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2006-12-12,5,15
134469087,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2006-12-12,70,235
478134922,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2006-12-14,4,29
528789323,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2006-12-14,2,9
-107916344,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2006-12-15,2,5
208699190,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2006-12-15,1,3
673577645,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2006-12-15,4,5
-1246112059,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2006-12-17,1,3
-195621472,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2006-12-18,0,2
-740837098,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2006-12-20,11,30
19793738,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2006-12-20,6,6
1161703103,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2006-12-21,15,15
1254487095,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2006-12-22,0,8
1456926460,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2006-12-24,7,30
-2103028799,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2006-12-25,3,7
74105019,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2006-12-25,3,19
1341943955,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2006-12-28,2,16
37080626,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2006-12-29,9,15
348068750,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-05,10,50
2043424509,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-05,0,4
1217279115,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",2007-01-06,15,40
1218143362,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-08,0,3
-821618011,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-10,4,12
1459113289,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-10,1,4
-1514780204,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-11,3,33
1217349809,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-12,0,3
1555430154,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-12,2,0
1217360557,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-14,0,1
-1322895141,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-15,7,40
1743009076,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-15,4,3
-1135996081,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-16,15,74
651986071,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-16,70,110
1217517137,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-17,11,45
1693925955,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-17,17,33
-1078305207,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-18,1,5
1100696805,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-19,0,0
-2028711111,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-21,0,0
1217539104,Pakistan,"Pakistani Rebels vs. Pakistan & U.S. Allies","Confirmed Suicide",2007-01-21,4,20
1218474032,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-21,2,6
-376218068,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-23,10,14
-289826684,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-23,0,10
-1837396315,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-25,3,0
1217863976,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-25,26,34
1217947982,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-25,0,4
-2057948864,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-26,0,3
-1428491105,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-26,2,13
-1239191443,Pakistan,"Pakistani Rebels vs. Pakistan & U.S. Allies","Confirmed Suicide",2007-01-26,1,7
-372024533,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-26,7,3
-1463686187,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-27,15,55
1770883027,Pakistan,"Pakistani Rebels vs. Pakistan & U.S. Allies","Confirmed Suicide",2007-01-27,14,35
1218491644,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-28,8,15
-1365241119,Pakistan,"Pakistani Rebels vs. Pakistan & U.S. Allies","Confirmed Suicide",2007-01-29,3,7
13400181,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-29,5,25
-398832258,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-30,23,57
442676461,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-30,0,12
-254936082,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-31,0,12
891439702,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-01-31,2,1
-2072362899,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-01,1,3
-1954862888,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-01,6,12
831194843,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-03,135,331
1217346524,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-03,2,30
1352058778,Pakistan,"Pakistani Rebels vs. Pakistan & U.S. Allies","Confirmed Suicide",2007-02-03,2,7
-356915343,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-04,0,0
975316355,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-05,10,60
557398274,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-07,3,6
-392246876,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-09,1,8
-1159599823,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-10,0,0
187955523,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-10,5,10
-1139640597,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-11,30,50
674795053,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-11,1,0
827858341,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-12,9,19
1342818108,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-12,30,50
1452161053,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-13,18,45
-1628930972,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-14,19,15
-1459330162,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-14,5,20
1218032840,Pakistan,"Pakistani Rebels vs. Pakistan & U.S. Allies","Confirmed Suicide",2007-02-17,16,35
1341867561,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-17,0,2
348894149,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-18,1,11
-136225369,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-19,11,4
1459841335,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-19,2,17
2011552073,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-19,5,11
2092867794,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-19,5,15
-1691591073,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-20,0,7
-1691318893,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-20,5,20
-1488897490,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-20,7,20
-2041578908,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-21,13,43
-947477769,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-24,39,64
2089833404,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-24,3,7
1218122141,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-25,40,55
-1823014393,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-26,14,10
1456141490,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-26,1,8
-2081975484,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-27,4,6
-457281155,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-27,1,3
1778879341,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-27,5,13
1873582937,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-27,7,47
1947524713,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-27,25,20
-690158875,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-02-28,2,4
1220977831,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-03,16,22
-597204148,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-04,8,35
1221584521,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-05,30,66
1762310756,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-06,5,16
-38587520,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-07,30,29
217225498,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-07,8,25
1224791671,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-08,0,0
1387074547,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-08,3,5
2020318639,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-08,4,8
1224862299,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-10,26,45
-746101850,Morocco,"Isolated Attacks","Confirmed Suicide",2007-03-11,0,3
165115666,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-11,10,25
755654442,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-11,1,3
1036753639,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-11,20,8
2011537481,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-11,4,0
-756554224,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-12,0,17
-1826404720,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-13,4,0
1617949572,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-13,0,1
-127724612,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-14,10,34
776323599,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-14,8,25
-2011671183,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-15,0,1
586579010,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-15,8,29
1774614604,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-15,2,2
-2055260179,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-16,2,115
-1613363733,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-16,0,100
154790046,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-16,0,3
1345071570,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-16,3,115
-784609929,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-17,1,4
-1100655014,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-19,0,0
-356067391,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-19,1,8
1341870452,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-19,6,32
-2143582969,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-20,1,1
-1785314741,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-21,3,20
1221234561,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-23,6,15
1221490839,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-23,0,2
185418808,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-24,11,45
1225226460,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-24,10,3
1397060064,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-24,20,26
1673262358,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-24,8,20
-1812246742,Somalia,"Somali Rebels vs. Ethiopia & Allies","Confirmed Suicide",2007-03-26,2,0
-886302422,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-26,2,5
-1843941140,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-27,17,32
1483545449,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",2007-03-27,7,13
1519724472,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-27,10,1
-176433733,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-28,6,12
-1992424052,Pakistan,"Pakistani Rebels vs. Pakistan & U.S. Allies","Confirmed Suicide",2007-03-29,2,8
385675528,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-29,60,25
1511468409,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-29,53,103
1711818936,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-03-29,5,16
-852984083,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-01,9,13
-2005853106,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-02,15,200
1224687043,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-04,2,7
-1863520134,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-05,1,12
-326935483,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-06,3,4
1222186921,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-06,30,95
-1226224649,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-07,6,6
1222362342,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-08,1,0
1144647055,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-09,11,22
-238181912,Morocco,"Al Qaeda vs. U.S. & Allies","Confirmed Suicide",2007-04-10,0,5
-29472107,Morocco,"Al Qaeda vs. U.S. & Allies","Confirmed Suicide",2007-04-10,0,0
1217676946,Morocco,"Al Qaeda vs. U.S. & Allies","Confirmed Suicide",2007-04-10,1,3
1946447553,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-10,17,33
-1736391861,Algeria,"Al-Qaida in Islamic North Africa","Confirmed Suicide",2007-04-11,11,44
-280083852,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-11,0,10
1817466044,Algeria,"Al-Qaida in Islamic North Africa","Confirmed Suicide",2007-04-11,21,176
10209302,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-12,8,30
1398002294,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-12,10,26
-422130325,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-14,40,50
79155095,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-14,65,168
1354825600,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-14,10,6
1398438277,Morocco,"Al-Qaida in Islamic North Africa","Confirmed Suicide",2007-04-14,0,1
1499031512,Morocco,"Al-Qaida in Islamic North Africa","Confirmed Suicide",2007-04-14,0,0
1504792744,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-15,4,1
1569073468,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-15,6,11
-178542639,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-16,9,25
939682743,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-18,41,45
-4981350,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-19,12,34
2124398117,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-22,10,40
-1831345744,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-23,10,20
-557893895,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-23,9,20
287397238,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-23,9,20
914137956,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-23,3,7
1224520477,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-23,8,16
1346326164,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-23,19,35
-1827515798,Somalia,"Somali Rebels vs. Ethiopia & Allies","Confirmed Suicide",2007-04-24,0,0
-1801026685,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-24,21,44
-181068959,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-25,0,0
1224528788,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-25,4,16
1224619111,Somalia,"Somali Rebels vs. Ethiopia & Allies","Confirmed Suicide",2007-04-25,11,12
-193291932,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-26,10,15
816960903,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-26,3,13
-1354084450,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-27,15,35
-557028642,Pakistan,"Pakistani Rebels vs. Pakistan & U.S. Allies","Confirmed Suicide",2007-04-28,30,52
1224607189,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-28,71,160
-956761029,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-30,4,6
-101573263,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-30,32,60
-70118662,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-30,1,3
1518423314,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-04-30,5,12
37359975,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-01,0,0
1220977984,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-02,9,35
1755819051,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-03,0,3
-1846434287,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-05,15,22
616321277,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-05,0,0
1150419690,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-05,1,10
1221082552,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-05,2,0
-104689408,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-06,12,0
721452468,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-06,35,80
1221144699,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-06,0,1
-1911907627,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-07,5,25
-1339552658,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-07,15,15
418067536,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-08,2,22
1430649094,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-08,16,70
-521906550,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-09,3,7
1580902961,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-09,15,100
253985876,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-11,13,30
2080920131,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-11,13,30
1375347506,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-13,50,115
-644945915,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-15,45,65
798007228,Pakistan,"Pakistani Rebels vs. Pakistan & U.S. Allies","Confirmed Suicide",2007-05-15,25,40
1608304921,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-15,0,4
1839137174,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-17,3,10
-754046903,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-18,3,4
1726988141,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-18,3,4
253820752,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-19,11,20
2020335378,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-19,10,16
-1626221198,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-20,2,11
-1624874743,Turkey,"PKK vs. Turkey","Confirmed Suicide",2007-05-20,6,100
-373197475,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-20,10,30
332062716,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-20,2,0
-2097669240,Lebanon,"Hezbollah vs. Israel","Confirmed Suicide",2007-05-22,0,0
-786444395,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-22,10,0
-1689185763,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-23,1,4
1293894748,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-23,1,2
1822668800,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-23,15,20
-706677001,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-24,27,0
179316027,"Sri Lanka","LTTE vs. Sri Lanka & India","Confirmed Suicide",2007-05-24,2,5
1338013124,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-26,0,5
-890578073,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-27,2,3
-1328861174,Pakistan,"Pakistani Rebels vs. Pakistan & U.S. Allies","Confirmed Suicide",2007-05-28,2,8
1007417669,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-28,21,66
1224203403,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-28,2,2
-1872578478,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-29,22,50
-97038600,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-31,30,20
1340394416,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-05-31,6,15
717314115,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-06-01,2,0
1225328071,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-06-01,12,0
-225857339,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-06-02,1,0
-2100709530,Somalia,"Somali Rebels vs. Ethiopia & Allies","Confirmed Suicide",2007-06-03,7,0
-1594152667,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-06-04,1,23
-487613935,Somalia,"Somali Rebels vs. Ethiopia & Allies","Confirmed Suicide",2007-06-04,1,0
-436137181,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-06-04,0,2
678079510,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-06-04,1,0
1612960607,Turkey,"PKK vs. Turkey","Confirmed Suicide",2007-06-04,8,10
-1270558851,Afghanistan,"Afghan Rebels vs. U.S. & Allies","Confirmed Suicide",2007-06-05,1,5
-881288223,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-06-05,8,4
-346587628,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-06-05,18,15
1225403978,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-06-05,0,3
536656355,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-06-07,9,22
1341936623,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-06-07,5,6
-1039542068,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-06-09,12,30
1598524806,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-06-09,1,0
-1205915471,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-06-10,3,7
-1184054077,Iraq,"Iraqi Rebels vs. U.S. & Allies","Confirmed Suicide",2007-06-10,15,50
